Song lyrics	Mood	Offensive
i want a chance baby	0	0
hamara hamara, do pal pal do pal ka saath hamara hamara	0	0
bachpan apna hota to na karte dhenchu-dhenchu	0	0
ab kadam piche hatne na paaye pyar par koi tohmat na aaye	0	0
kahe ko tu mujhse jalti hai, kahe ko tu mujhse jalti hai	0	0
tum kya karoge dekhen, ulafat ke vaste	0	0
ui ui 	0	0
us din se mujhe kuch ho gaya	0	0
aafat ke chal dekhe so lut jaye	0	0
ho mere saajna	0	0
ae pyaar	0	0
kaisa hai kathor ye	0	0
jo jindagi kee raah me bane the mere hamsafar	0	0
main zameen par sitaare bichhata rahun 	0	0
abhi nahi abhi nahi abhi nahi	0	0
jaadugar saiyaa 	0	0
aayegi bandh ke payal too honth dabaye badan ko churaye	0	0
dosto ki inayat na hoti	0	0
ban gaya chand hoke tera	0	0
ghabra gayi haye haye haye	0	0
shan yahiin par gunji thi	0	0
din raat phir tumko mai yaad aaunga	0	0
raat ki aas gayi, din ka sahara bhi gaya	0	0
chalta nahi hai dil deke yaaro, iss dil pe jor koi	0	0
chhote dil ka maalik hai	0	0
apna ye daman bol bhi gata,  kon kisi ke pyar me yu khota	0	0
laaj tujhe na aae devi ji devi ji 	0	0
vaqt se pahale qisamat se jyada kisi ko mila hai na kisi ko milega	0	0
tumhari is shararat se na jaane kis ki maut aaye	0	0
ye kisne kaha hai ki darte hai ham	0	0
aise kyo khoye hue ho jaage ho ki soye hue ho	0	0
jungal me more nacha kise dekha	0	0
zindagi ek mehman hai, chhod  sansar jana padega 	0	0
pa pa pa pa pa pa dha ma re	0	0
zarurat hai zarurat hai, sakht zarurat hai	0	0
aage kya bolu yaara mai paapi dil pe haara	0	0
ye hua na jo ab hui gava re	0	0
ram base hanuman ke dil mein 	0	0
hotho me aisi baat mai dabaake chali aai	0	0
mai dekhata hun jidhar, log bhi udhar dekhe	0	0
paakar tujhe haay mujhe kuchh hone laga hai	0	0
yeh pyar agar sapna bankar, tadpaye kabhi toh mat rona	0	0
dil ne dil se kya kaha yeh kya pata	0	0
kaali raat se kaali uski aankh	0	0
hui tihari sang chaloji	0	0
dil ek mandir hai dil ek mandir hai	0	0
or waqt ki hera feri hai	0	0
tum maan jaonge mai ruth jaungi	0	0
dil ki baato kaa matalab na puchho	0	0
	dil ki pyaar bujhaa jaa re ) -2	0	0
kahin na jawaain ko nazar lag jaaye	0	0
ban ke kali ban ke saba bage vafa me 	0	0
tum bhi gaao 	0	0
shayad wo sawan bhi aaye, jo bahna ka rang na laye	0	0
ek janwar aisa jiske dum par paisa	0	0
surat hai bandar ki lekin lagti hai alabeli 	0	0
jab rain pade nahi chain pade	0	0
mujhe kya khabar thi mai khud hi bandh jaungi	0	0
jab jab tera bigul baja javan chal pade	0	0
hansi na chhupao zara aankhe to milao	0	0
aayiye aapko mai apne bangle ki sair karau	0	0
main jo bolu-bolu kya, has dun mujhko kuchh na sujhe	0	0
sune naa sune koyi teri pukar	0	0
dhundhe tera pyar raste raste 	0	0
papi sansar ne sajan bhi mora chhin liya	0	0
om shanti om, om shanti om	0	0
khul gaye raaz ka_i	0	0
hamara naam, banarasi babu ham hai banarasi babu	0	0
yu hi tarsa tarsa kar surt dikhate ho 	0	0
meree aankho se jara aankhe to mila de ha 	0	0
chhodo ji ye gusa zara hans ke dikhaao	0	0
are are naachege sab milake, jija ho ya saala 	0	0
aye dilruba, dil ki gali, shahar-e-wafa	0	0
kash ttue na wo arzu ne meri khwab jo hai bune	0	0
gali gali dekhaa nayan uthaaye	0	0
ye rang lai hai sagat tumhari	0	0
in adaao pe aur pyaar aata hai	0	0
ghar jaaun kaise	0	0
naino ki is doli me chal mujhe bitha le saki	0	0
rahungi mai kuwaari umr saari	0	0
dosto zindagi hasin hai, magar sirf unake lie	0	0
bin badal ki barkha hai ye, jane kha se tapka hai ye	0	0
sukh me jo na khele hum hi to hai, sukh me jo na khele hum hi to hai  	0	0
mere gam ki tu davaa re, davaa re	0	0
rang rangile koi aaya koi aaya aane bhi de	0	0
ham tum tum ham gumsum gumsum 	0	0
jab tak ye bahar yar pyar kiye ja	0	0
aise meri bharpur jawani, aag se jaise lipta pani	0	0
prithviputram raajakapuram shammikapuram shashikapuram	0	0
vo nahi aayegaa, maan nahi paaun	0	0
kothe chadh ke tainu pukara sun le mere balam	0	0
kare jo sitam vo haseen aur honge	0	0
nazaro se puchho mera fasana, fasana 	0	0
teri aavaaz hai havaao me	0	0
mujhe jine de jine de tujhe meri kasam	0	0
par ye dekh nahi sakta ye bin dekhe hai likhta	0	0
o o o o o, a a a a aa - (2)	0	0
jamuna ke tat ki or o chala nikla	0	0
hamne manjil dhundhi thi, lekin kismat ruthi thi	0	0
i love you, i love you, i love you	0	0
phool ne kaha aaja mere paas	0	0
idhar dekhiye najar phenkiye	0	0
dhum machi hai, aa aa, maikaane me, aa aa	0	0
meri baat talte-talte	0	0
arey, hosh me aaja dhyan kidhar hai	0	0
na jaane kaun sapera aaya	0	0
ho lat bikharaae chunariya bichhae	0	0
tham ke tham ke	0	0
(puchhen raah vatan ki) - 2	0	0
chauraste pe jaise musaafir path puchhe ghabaraaye	0	0
hasino ko pasina	0	0
nakali hai kaun, ho maama	0	0
jo bhee mere paas tha woh sab le gaya	0	0
humse jo bhul huyi maf karo ma 	0	0
daale hue hai, raat ki chaadar 	0	0
dil se dil ki pahachan hui jagi muhabbat gane lagi zindagi	0	0
jab yad aate hai dil par bas tir chal jate hai	0	0
