Song lyrics	Mood	Offensive
teri sau dastane hai, tere kitane fasane hai	0	0
ye husn jisko mile jan-e-jan bedili usko sajti nahi hai	0	0
ye janmo kaa naataa nibhaayege ham tum	0	0
jo muskura ke reh gaye, zehar ki jab sui gadi	0	0
barso ka soya hua pyaar mera jaga	0	0
kisliye jite hai ham kiske liye jite hai	0	0
aap jaise zaalimo ke zulm ki ijaad hai 	0	0
kanta bhee naa chubhane paye kabhee, meree ladalee tere panw me	0	0
ho banke rahe woh anjana	0	0
javaani divaani khubasurat, ziddi padosan 	0	0
na pyar hame hai daulat se	0	0
saso me teri, khushabu ke dere khushabu ke dere	0	0
nahi javani	0	0
hame sone nahi deti	0	0
vaqt kaa badale mizaaj	0	0
bhikh na maange, karz na maange ye apna haq maangati hai 	0	0
achchha chalo, chhedo aage kahaani 	0	0
ye phul si rahe dhul si dharti bas me rang hazar 	0	0
are humne jo socha tha dil ne jo chaha tha	0	0
aaj bhi mere sath ho jaise	0	0
saiya bedardi mere thoda sa pyar magun	0	0
yaadon mein vo sapno mein hai jaayein kahan	0	0
mai tulsi tere aangan ki, mai tulsi tere aangan ki 	0	0
kya hoga kaun se pal me koi jane na	0	0
ban gai gori chakori oye kya bat ho gai	0	0
jhum jab tak jhum, jhum jab tak jhum	0	0
jabse tumko dekha jite hai marate hai 	0	0
aao lag jaao gale kam ho sine ki jalan	0	0
parda na uthao	0	0
nazaro ke shok nazrane hontho ke garm paimaane	0	0
lagta tha ke mushkil hai firangi ko harana	0	0
aji, rah jayenge, rah jayenge, paise-vaale dekhate rah jayenge	0	0
ye jo public hai sab jaanati hai ye public hai	0	0
salame-ishq meri ja zara qubul kar lo 	0	0
kab tak jaanega na chanda dard chakori ka	0	0
saalo hi sadiyo hi hardam rahenge ye milte	0	0
manzil pe pahunchege kaise, aapakaa jab tak saath nahi	0	0
chori chori koi aye, chori chori koi aye	0	0
jis dil me pyaar basa ho vo dil bhagwaan ki murat	0	0
badal me kya ji, kisi ka aanchal	0	0
khuda janey kya, majara ho gaya	0	0
tu kaun hain, mai hu ek garib ki ladki	0	0
thode shiqwe bhi hon kuchh shikaayat bhi ho	0	0
dil diya dard liya dil diya dard liya 	0	0
mera pyaar woh hain ke mar kar bhi tumko	0	0
bachke rahna re baba bachke rahna re	0	0
jo tum muskuraa do	0	0
mera saya tere tan se lipat jayega	0	0
dukh aur sukh me jina bataya	0	0
naujawaani ke haseen khwaab ki taabeer thi wo	0	0
ghar par mere angan hanse	0	0
wo the char akela mai maine charo ko mara	0	0
raat bhar mua sone na de tanka lagaye ghadi-ghadi	0	0
rote hanste bas yuhi tum gungunate rehna	0	0
jyoti kalash chhalake	0	0
kisi aur ko shayad kam hogi	0	0
phir bhi tumane kvabon men aana nahin chhod a	0	0
mat ro ki meri jan yah hai raag purana	0	0
jal rahi hai ye zamin, jal raha hai aasman	0	0
mere gam ke sahaare aa jaa	0	0
o shama mujhe phuk de mai na mai rahu, tu na tu rahe 	0	0
naa karu mai yeh kam toh nahi meraa naam	0	0
yahi hai yahi hai yahi to hai vo	0	0
bachapan me julaya hain tujhako, baaho ne meree jhulo kee tarah	0	0
aur pyar ki khatir lut jaaun	0	0
