Song lyrics	Mood	Offensive
ke o mainnu pyar kardi hai hay hay hay	0	0
lagi najariya tori, balam	0	0
lal chadi maidan khadi, kya khub ladi, kya khub ladi	0	0
jitanaa si me paani laa_ig	0	0
paat paat birava hariyala	0	0
piyaa-piyaa ratate-ratate ho ga_i re baanvariyaa	0	0
padh na pau lekh lekha vidhi ka pal-pal mai ghabrau	0	0
dur duniya se koi naya hai jaha	0	0
chhu kar	0	0
the, jab chalna aata nahi tha	0	0
gawalan ke piche dode dode, kankar se matki fode fode	0	0
ye chirag bujh rahe hai 	0	0
ab na koi ho kadka, na koi paise vaala	0	0
kaun jaane kis ghadi vaqt kaa badale mizaaj	0	0
ladaki punjab di mauj chanab di	0	0
aa dekhe jara kisme kitna hai dam	0	0
haay mushqil hai mera bhi jina, ha ma 	0	0
kaho pyar hai tumse, ja ja	0	0
pyaar kaa naam maine suna tha magar	0	0
meri najaro ne husan ki,	0	0
dhirap pap lo, dekho to qadamo ka ye jaadu	0	0
jinake balam bairi, gae hai bidesavaa	0	0
dhadke hain dil-e-khana, kharaab aur jyada	0	0
kuch bhi kahe kahti rahe	0	0
mere pyaase rom rom pe 	0	0
aap sa kahan hai dil aap ko hi paye	0	0
tumhe rukna padega meri aawaaz sunkar	0	0
ni nina nina nina nina nina nina	0	0
rup me mere itni shakti, karne lagega meri bhakti	0	0
aa pyar kar duniya se dar, mat dur ja mat pas aa	0	0
sara din satate ho raato ko jagate 	0	0
ye gauri shandar hai	0	0
koi na koi to aayega koi na koi to aayega	0	0
naino vaali ne, o bholi bhaali ne dil luta, dil luta	0	0
ye gayi aur wo gayi	0	0
bolo kyaa hai khayaal	0	0
jane kya-kya kehte hai, bate karte rahte hai	0	0
ya jisne pyar ko bech diya	0	0
aur kabhi socha jaayega, kya kuch khoya kya kuch paya	0	0
tu baharo ka ishara, besaharo ka sahara	0	0
dekhi thi panhariyan chakkar kha gaye ham to re bhaiya 	0	0
haay haay haay ye nigaahe	0	0
sun champa sun tara	0	0
bechain phirti hu uthti hu girti hu ek sans aati hai ek sans jati hai	0	0
mere hamrah bhi rusvaiya hai, mere majhi ki 	0	0
rah gayi har singar kiye mai 	0	0
kal teri baajm se diwana chala jayega	0	0
vaqt ke sitam, kam hasi nahi	0	0
khuda kare ki ye diwaanagi rahe baaki	0	0
jane kahan le jaye 	0	0
zulfo ki shaam laayi, dil tere naam laayi	0	0
mohe pi kaa sang da_i de	0	0
bada lutf chhup chhup ke jalne me hai	0	0
yaara o yaara	0	0
zara sa un zara sa aa	0	0
tujhako karar na aaye kabhi ji tu iss tarah se jindagi ko tarse	0	0
mehbuba ae mehbuba mehbuba ae mehbuba	0	0
main hu akela kab se magar tu	0	0
pyar se tu meri julfo mein has ke saja de phul 	0	0
dil ki tu dhdakan hai	0	0
o raaju, o daddy, hey raaju, hey daddy	0	0
tumhi devta ho, tumhi devta ho	0	0
yad rakh bewafa, ye meri badduwa	0	0
jebe hai apani khali, kyo deta varana gali	0	0
baant lenge hum aadha aadha	0	0
prem ki bhasha ui prem ki bhasha ui	0	0
ai kaha hai, idhar hai, kidhar hai, udhar hai	0	0
tere chehare me	0	0
chale the saath milke	0	0
arrey dil hai tere panje mein to kya huaa	0	0
aao twist kare jaag utha mausam	0	0
apni surat pe jo mar baithe to phir 	0	0
kitani akeli si pahale, thi yahi duniya	0	0
kya ho gaya, kab hua, hoti nahi kuchh khabar	0	0
ek ho mere tum is jahan me	0	0
pahla ghanta bachpan hai, dusra javani hai, tisra budhapa hai 	0	0
tuti naiya manjhe ko dhundti hu	0	0
bhulo se sikhe jo manzil usne payi	0	0
na baba na baba, pichhvade buddha khasta	0	0
dar yahi hai kar na jaayein aarazuu ka kuun	0	0
mohe shaam rag da_i de	0	0
har hal me jisne sath diya wo ek bechara dil hi to hai	0	0
zara sa aa zara sa un	0	0
