Song lyrics	Mood	Offensive
aur meri usaki kahi mulakat ho mulakat ho	0	0
khoe ho kis liye, aisi kya bat hai	0	0
thande thande paani se nahaana chaahiye 	0	0
tere kheto me jaye tere hal bhi chalaye	0	0
milna bichadna reet yahi hai	0	0
ambar pe hai dhara swayam aur phir bhi too ghabraye	0	0
hai mujhme bhi aisa anokha sa jadu	0	0
jivan sudharu re, o pyara pyara jivan sudharu re	0	0
kya kahun kya karun me pareshan hu	0	0
jaha mile pyar wahi mere, ho jaye nisar 	0	0
main hu prem rogi	0	0
kadka hai tera dildaar sajni, dildaar sajni	0	0
dhum macha ke chhod unga	0	0
dil ek mandir hai dil ek mandir hai	0	0
pipal ki chhaiya ho pipal ki chhaiya	0	0
wo humse harenge, hum baji marenge 	0	0
aur hai, koyi chor hai 	0	0
ho gayi ab barha paiso ki duvani	0	0
mere haatho tho tho me haath daal ae gul-chehra pari-jamaal	0	0
dam bhar ke liye to aa jaa	0	0
prem kaa aisa bandhan hai 	0	0
are nahi bhai nahi	0	0
ye kali jab talak phool ban ke khile	0	0
teri-meri ek jindadi o mere saiya	0	0
matlab to hai nind se chahe badhiya ho ya ghatiya 	0	0
humare sang sang chale gangaa ki lahre	0	0
ye zindagi ik lambaa safar, pal bhar ke sab hamasafar	0	0
sath hamare chale barati mai to hu munne ka hathi	0	0
is pyaar me sach jhuth ka tum faisla kar na sake	0	0
phir bhi vo maalik par karta nahi vaar hai	0	0
nazaren to uthaa kar dekho	0	0
tumamen hai jo baat kisi mein dekhi naa wo baat kahin	0	0
mai ye iqaraar karata hun, mai tujhase pyaar karata hun	0	0
nam par mere jab ansu nikal ae hoge	0	0
arre ganaa aaye ya na aaye gaana chaahiye	0	0
kahne lagi, kya kahne lagi, are kahane lagi	0	0
ho aaja piya	0	0
bade miya diwane aise naa bano	0	0
aaj amerika ne atam ka udaya ghoda	0	0
dil me jagi prit ki jwala, jabse maine hosh sambhala	0	0
dono taraf aag lagi, aisi lagi bujh na saki	0	0
tujhe khich kar apane dil se laga lun	0	0
anken meri nilam jaisi pyar ke do paimane	0	0
mohabbat mohabbat mohabbat mohabbat	0	0
ye asaman ye zami ye fiza ye nazare	0	0
dil diya dard liya dil diya dard liya	0	0
maine puchha chand se ke 	0	0
jiske pichhe sansaar chala 	0	0
kah sakta hu, u hu abhi nahi	0	0
na ishk hame hai duniya se	0	0
aaja aaja re, tujhko meraa pyar pukare	0	0
mai hu pardesi, sun le phir na kehna	0	0
kya kya na kiya dil diya dard liya	0	0
main sur me wo taal me, ye jangal paataal me	0	0
chandani me naha ke aayi ho	0	0
kaap uthenge mere lab dekhna	0	0
are aisa jhataka lage jiya pe punar janam hoi jay	0	0
oo de na dir dir dha ni ta dha re dim dim ta na na	0	0
kabhi dono hansate hai, kabhi dono rote hai	0	0
meri khusiya mere sapne hai jinda yahi	0	0
tu rang hai mai hun khushbu gul khilate hai apne milan se	0	0
dil bhi hai ghar bhi hai pathar me vo la jawani	0	0
mu: saavan kaa mahinaa, pavan kare sor	0	0
ram ke bhakt rahim ke bade	0	0
kabhi apne vatan ka	0	0
kaun hai waha jo kare tera intezaar	0	0
sar hath peh rakh ke, sathi purane aaye	0	0
dil kee juban re dil kee juban re	0	0
aankho me ye paani leke chale	0	0
kahi se koi sadaa na aai 	0	0
o o o o	0	0
bura man gaye	0	0
	phir se aas bandhaa jaa re	0	0
koi bas itna bata de kaha chala aaya	0	0
laati hai aise mod pe, kismat kabhi-kabhi	0	0
ab chaahe sar phute ya maatha	0	0
zarurat hai zarurat hai, zarurat hai	0	0
aha ha ha ha ha meraa salaam le ja	0	0
are ankh na kaal maro jine de jine de	0	0
are bichda hai dildar mera	0	0
bach ke sahil pe rehna hain mushkil	0	0
yar mere mat bura	0	0
saathi hai ye mere naam ke, nain ye nigode kis kaam ke 	0	0
ik ladaki	0	0
 karti hu har pal, har pal	0	0
jawani ek lahar hai, jawani ek nasha hai	0	0
ye jag saara nind se haara, mohe nind na aayi	0	0
mein hoon mein hoon mein hoon don	0	0
lagta nahi hai dil yaha, lagta nahi hai dil yaha	0	0
tumne mujhko hasna sikhaya aa oo	0	0
yahalla yahalla u ya allah, yahalla yahalla u ya allah 	0	0
baat nikli, to har ik baat pe rona 	0	0
mera naam raju gharana anam bahti hai ganga jaha mera dhaam	0	0
ab kya misaal doon	0	0
jaapaani pariya muskaraye	0	0
yaha kal kyaa ho kisne jaana	0	0
