Song lyrics	Mood	Offensive
mere khayaal ko tu apne ru ba ru na kar	0	0
ruk jaae ghadiyaan tuk jaae chhin	0	0
pati bana patni ka dusman 	0	0
lut jata hai lut jata hai	0	0
tum bhi yaha ham bhi yaha aisa milan hoga kaha	0	0
jo samajha usi ko machi dhum	0	0
o jaao jaao jaao, are jaao jaao jaao 	0	0
kaise khelenge abb aankh micholi	0	0
dudh me nehlane ka 	0	0
aisa lagta hai ke mera thikana aa gaya	0	0
bachna ae dil aaj hai koi bijli girne waali	0	0
ab ke hua ye, maine kaha ye	0	0
chahe ghabraye chahe muhkada chhupaye aane vala to aaye ga	0	0
kabse tanha ghum raha hu duniya ke virane me	0	0
ek baar karata, koi pyar karata	0	0
taare tod tod laau tere sahre ko sajau	0	0
khaicho kaman maro ji ban khaicho kaman maro ji ban 	0	0
musaafir hu yaaro, naa ghar hai naa tikhaana	0	0
dabbe me paani tha tel nahin tha pyaari	0	0
ke sajana pe dil aa gaya ke sajani pe dil aa gaya 	0	0
dil bhi dena dard bhi lena ye nahin mera kam	0	0
mai aai aai aai aa jaa 	0	0
ye din ye tyohaar khushi ka, pawan jaise neer nadi ka	0	0
aa is khushi me ham naache-gaaye	0	0
kai yaado ke chehare hai, kai kisse purane hai	0	0
baj uthegi hare kanch ki chudiya 	0	0
shor mach gaya shor ho, dekho dekho dekho aya makhan chor	0	0
yaha kal kyaa ho kisne jaana	0	0
la: jab se mujhe teraa pyaar milaa	0	0
up above the world so high	0	0
khul gaye zindagi ke naye raaste	0	0
tere pyar me hasti teri yad me roti	0	0
har ek chiz hai apni jagah thikane pe	0	0
nahi paida hua jo roke meri raho ko	0	0
jisane bajariya me chhina dupatta mera 	0	0
ke vo kya bechaara le gaya le gaya 	0	0
main kaun hu, tu tu khub hai	0	0
kal koi mujhko yaad kare kyu koi mujhko yaad kare	0	0
(mohabbat tum karogi ? tumhaaraa kaam nahi !) - (2)	0	0
raat bhar moya	0	0
yaado ko teri main dulhan banakar 	0	0
itna na sitam karna kuch najre karam karna	0	0
kaise aaun jamuna ke tir re jamuna ke tir 	0	0
ye muhabbat ki daasta suno	0	0
munna git sunayega tunna dhol bajayega	0	0
saya bhi jo tera pad jaye	0	0
har pal khud hi khud hasta hai, har pal khud hi khud rota hai	0	0
chup be shaitaan	0	0
lo bhayi pishta lo, badam achchha maal aur sasta daam	0	0
kar lo, aji kar lo iqarar pyar ka hamse tum	0	0
tum mere khayalo me khokar	0	0
vaqt se din aur raat vaqt se kal aur aaj	0	0
prem hai ye koi khel nahi	0	0
aao naa tarasaao naa	0	0
tumne kaha hai dekho, dekho mujhe saiya 	0	0
main koi tujhse na shikva karunga	0	0
chal chal mere bhai chal chal mere bhai 	0	0
jane kisko kiski yad aayi ke chali purvaayi	0	0
aate dekha mujhko to karane lage salami	0	0
biviji ho biviji hone vali biviji	0	0
sine pe mai rakh du jo hath phir khil jaye	0	0
aajaa teraa aanchal ye, pyaar se mai bhar dun,	0	0
apne hi haatho se apane ghar me aag lagaate hai	0	0
duba hu gam ki gahraiyo me 	0	0
saja hi sahi aaj kuchh toh mila hai	0	0
teri preet tere geet tu hai to bahar hai	0	0
teraa bhi saamanaa ho kabhi, gam ki shaam se	0	0
aaj ki taza khabar, aaj ki taza khabar	0	0
dekhane me bholi ho, par ho bade chachal	0	0
i am a disco dancer, i am a disco dancer	0	0
chhanan chhanan chhan 	0	0
mere jivan sathi, kali thi mai to pyasi	0	0
aji lakh pardo me chhup jaiyega	0	0
aaya pyaar bhara mausam diwana, diwana	0	0
oe mai ho gayi badnam 	0	0
teri furkat ne pareshan kiya hai mujh ko	0	0
nahin nahin, kyaa, are nahin nahin, are baabaa kyaa	0	0
munne ki amma ye to bata, tere bete ke aba ka naam kya hai	0	0
kabhi phulo me guzari kabhi kanto me jiya	0	0
mai kar lu shadi khana abadi	0	0
tere binaa mai na 	0	0
ke tera haal kya hai, ke tera haal kya hai	0	0
aao kaka ji idhar aao mama ji idhar 	0	0
mai to pehle najar me luta 	0	0
ho yaar ki yaari mujhko yaha talaq laayi	0	0
mohe baanvari banaa_i ke	0	0
chalta hi rahoon rah-e-manzil	0	0
ho ho ho aur koyi tha yeh toh nahi tha pahele mera naam	0	0
mr naidu gir mat jaana, yaha tumhe kal bhi hai aana	0	0
yun chale jaae akele kahaan	0	0
ghode ki dum pe jo mara hathauda	0	0
jiski koi kahaani na ho ho kahaani na ho	0	0
ruk jana o janan hamse do baten karke chali jana 	0	0
chup hue kyo tum	0	0
kahti hai pyar ki kahani	0	0
ambar pe tare haye ambar pe tare	0	0
duneeya ko dikha denge oh	0	0
milate hai dil yahaan, milake bichhadane ko	0	0
inhi logo ne le lina dupatta mera 	0	0
teri rah me kaliyo ne nain bichhaye	0	0
subah se shaam se meraa dostaana	0	0
deewana mujhko log kahen	0	0
jivan ki bagiya mahakegi, lahakegi	0	0
pal do pal ka mela hai	0	0
are munne ki amma ye to bata, tere bete ke aba ka naam kya hai	0	0
vaqt ki gardish se hai chand taron ka nijam	0	0
in bato me dam nahi hai meri jiniya kuch bhi kahe	0	0
yaad ka deepak jalana, jalana	0	0
bahaar bechain hai kisaki dhun par 	0	0
2) hai bujhaa-bujhaa saa dil, bojh saans-saans pe 	0	0
mai dekho jis or sakhi ri	0	0
bechain rahta hai, chupke se kahta hai	0	0
ye aaj kal ke ladke	0	0
mil gayi ankh jo kisi manmit se	0	0
badara ho badara chhaye ki jhule pad gaye hay	0	0
khayalo me khoyi khoyi rehthi ho aise	0	0
jaise mai koi pyasa badal jaise mai koi pyasi badli	0	0
kam a, jayegi sard, ahe meri	0	0
nahi bhulega meri jan, yeh kinara woh kinara	0	0
sach sach bata tu ham se na chupa, bol gori karta vo kam kya hai	0	0
teraa-meraa dharm kaa naataa 	0	0
tap tap aaye meraa aachal bhigoye	0	0
abb hai kya majburi ha kam tha ek jaruri	0	0
suno ke na hamara amiri hai sitara	0	0
thokar me hai meri sara zamana	0	0
bole kangana re	0	0
hai aam se hamko matlab guthali se kya lena	0	0
pyar ka hai ye taar piya jo idhar saje aur udhar baje 	0	0
ke tujhe kuchh bhee yad nahee	0	0
bhaage jo karike tu chori re, ai jiya	0	0
thak gaya hu mujhe so lene do rote kyu ho	0	0
ye angrezi faishan-vaishan mai kya jaanu 	0	0
inn hawao me, inn fijao me tujhko meraa pyar pukare	0	0
jane kya hua mujhko koyi de dawa mujhko	0	0
himmat na har, chal chala chal akela chal chala chal 	0	0
satake, jalake tu kahaan chali	0	0
daulat haram ki, hai ye kis kam ki	0	0
aage tufan, pichhe barsaat, upar gagan me bijali	0	0
ham dil se gaye, ham dil se gaye haay, ham jaan se gaye 	0	0
main aaj yaha kal jaane kaha	0	0
hath pakad kar chalne wale ho gaye rukhsat hath chadake 	0	0
dhadkan ka bandhan to dhadkan se hai 	0	0
milo to milo pyaar se bolo to mithi baat	0	0
kamare me bitha lo bijali kaa kya kam hai	0	0
raaho ke deep khud ban jate pyar bhare dil jalte jalte	0	0
ham saadagi pe aapaki lillaah mar gae	0	0
are aise na mujhko saza de	0	0
pyar ki jaan hai tu dil ka arman hai tu	0	0
pal ye bhi jaanewala hai	0	0
o sun mere diljani	0	0
na ja na ja na ja na ja	0	0
sone kaa bhav sone kaa bhav gir jaye	0	0
ye raah kaha se hai, ye raah kaha tak hai	0	0
badkismat bimar ye budha 	0	0
kal ho jayega bazar me mehanga rashan	0	0
kal rahe naa rahe, mausam ye pyaar kaa 	0	0
mohabbat ke nagme tum bhi na gana,kyo	0	0
jis par tune janam liya	0	0
ek duryodhan bhai	0	0
koi samajha nahi koi jana nahi	0	0
saiyaa ko dekh ke jaane kidhar gayo bichhua	0	0
rang rup hai wo leti badal hey dream girl	0	0
badan mera hai kundan, mera dil bhi hai chandan	0	0
aankhein pher lete hain	0	0
ek kanya kunvari hamari surat pe mar gai hay hay hay	0	0
unka hi ye geet bna ke, mere dil ne diya tumhe	0	0
pyar ka hain pyar hi nam, kahi mira kahi ghanashyam	0	0
baat pate ki hai ye maano jo mera kahana	0	0
raho me dil bichaungi mai tere liye	0	0
phir bhi ho gaya unase pyar	0	0
sapne tere dil pe aaye hai, ho o	0	0
mujhko is raat ki tanhai me aavaaz na do	0	0
kabhi rukate nahi, kabhi jhukate nahi, chahe jo bhi ho ajam	0	0
lo aaya pyaar ka mausam, tere didaar ka mausam	0	0
hosh vala bhi hosh khota hai	0	0
hooo ye kya hua	0	0
aji aise geet gaaya karo	0	0
waffa talaash na kar	0	0
ki chhori koi pasand na aaye tujhako	0	0
mehalo ki tum rani ho 	0	0
papa ko dipu se, mammi ko munni se, pyar hai, pyar hai	0	0
o kabhi tu bhi hamara deedar kar le jhutha hi sahi	0	0
raat bhar maka sone na de botal dikhaye ghadi-ghadi	0	0
uske age teri kya bisat uske age teri kya bisat	0	0
tumhe bhi koi uljhan, rokti hai peshkadmi se	0	0
kaise aaun jamuna ke tir  	0	0
is koyal ki kuk se kaisa lagata hai 	0	0
ki gal hai, koyi nahi, aji ki gal hai, koyi nahi	0	0
rahi jo yahi uljhan to ban jaungi jogan	0	0
tum ho salamat, hamko nahi gham, tum se hamari, duniya jawan hai	0	0
milke man bhare nahi kaisa yeh milan hai	0	0
pyala mere hotho tak aa kar bhi nahi aaya	0	0
chunri mein daag, chhupaaun kaise, ghar jaaun kaise	0	0
pappy tujhe pukarti ganguli yaram 	0	0
jhanki niharu re, o banki banki jhanki niharu re	0	0
udhar se lekar idhar jama kar 	0	0
tere galo ko chulu tere galo ko chulu tere balo ko chulu	0	0
meri aawaaz hi pahchaan hai gar yaad rahe	0	0
leke pahla pahla pyar bharke aankho me khumaar 	0	0
dil ka karar kya hua tumpe to hum mar mite hai abhi se	0	0
ke too aur mai, rah gaye ham nahee	0	0
ek shola sa lahara gaya	0	0
kaho pyar hai tumse, han han	0	0
are tune kaise jan liya	0	0
ho teri chaal hai naagan jaise	0	0
hun yaaro ka mai yaar dushmano	0	0
armaan kisko jannat ki rangin galiyo ka	0	0
sajana ke ghar chali jayegi jo bahana	0	0
dost dost naa raha, pyar pyar naa raha	0	0
rit ki todi prit ne jodi rit ki todi prit ne jodi apni khub banai re	0	0
dekhi rekha are dekhi rekha	0	0
mere beghar premi me tumko kaha basau	0	0
chalte hi purvaayi, milte hi tanhaayi	0	0
ke teri meri nahin nibhni ke teri meri nahin nibhni	0	0
pyaar kar le ghadi do ghadi	0	0
aajkal tere mere pyaar ke charche har zabaan par	0	0
mai tum me sama jaau, tum mujh me sama jao	0	0
ke jahaan meraa yaar basta jind meriye	0	0
sara jahan hamara	0	0
chal dege le jaaegaa dil jidhar	0	0
mere liye to sach bhi bharam hai	0	0
main bangali chhokra 	0	0
daiyaa! phir jhumka giraa re ham dono ke is pyaar me	0	0
yaad aa gayi wo nashili nigahe	0	0
mere desh ki dharati sonaa ugale, ugale hire moti	0	0
zindagi meri tujhe yaad kiye jati hai	0	0
sab bujh gaye diye, kaise koi jiye	0	0
pyaar hame bhi sikhalaa degaa, garadish me sambhalanaa	0	0
mai dhundhu tu chhup ja, mai dhundhu tu chhup ja	0	0
o aur bhi chadh gayo naa gayo paapi bichhua	0	0
aa rahi hai ye sada mastiyo me jhum ja	0	0
tumko piya dil diya kitne naaz se	0	0
sare mehfil mera imaan beyiman ho gaya yaro 	0	0
har sitare ka dil phir toh dhadaka kiya	0	0
mere hamdam mere meharabaan	0	0
kaise karegi tu dance baby	0	0
tum kabhi ankh me kaajal bhi lagaya na karo	0	0
to hame yaad dilana, ho, bhul na jana	0	0
hai ye diwaangi bhi qubool tum agar 	0	0
tere liye zamana tere liye aur tu mere liye	0	0
baat nikli, to har ik baat pe rona aaya	0	0
