Song lyrics	Mood	Offensive
khun pasine ki jo milegi to khayenge shabas	0	0
arey, chal ye banda aisi hi chal jaye	0	0
aise jivan bhi hai jo jiye hi nahi	0	0
jal chuke hai badan kai piya isi raat me	0	0
ghar tak pahuncha dene vali	0	0
hame dar hai ham kho na jaae kahi	0	0
ham tumhe chahe tum nahi chaho aisha kabhi na ho sakta 	0	0
magar duniya vaalo ke, dil jal rahe hai	0	0
jaise phula hai gulab dekh phula hai sansar	0	0
jhumke ne le li meri jaan	0	0
hathon me chaabukh, honthon pe gaaliyan 	0	0
ke upar niche, aage pichhe, chhai kaisi masti	0	0
o yaar ladki shandar hai	0	0
chadar bichaunga	0	0
zindagi dene vale sun	0	0
varanaa teri qasam kahataa hun	0	0
navyug suni nain ke dhare jaago	0	0
ab lele mazaa jeet haar ka tu jaane kya mazaa intezaar ka	0	0
mere tassavur me saaki bane hai	0	0
sach kahti hai i love u	0	0
a a a a a h	0	0
kurte ne le li meri jan hay re mai tere kurban	0	0
tum hi tum ho, tum hi tum ho	0	0
hotho ke naam	0	0
sochogi kab tak raani are nikal na jaaye jawani	0	0
koi fark nahi albata koi fark nahi albata	0	0
kal na jane mai kaha aur kaha tu ho sanam	0	0
chalo aur duniyaa basaenge ham tum	0	0
maan lijiye, maan lijiye, maan lijiye	0	0
charo taraf lage hai barabadiyo ke mele re	0	0
saayonara saayonara 	0	0
do divane shahar me	0	0
tere kadmo me dil hai mera lag ja gale dilruba	0	0
du jispe naina dar, hatho se payala satak jaye	0	0
ye pyar ka kamal hai sharab ka surur nahi	0	0
are shadi ki kya baat karu abhi hui nahi sagai	0	0
hurre hurre hurre pyar mohabbat	0	0
aa jaan-e-jahaan yaha jine ke liye, tha apna milna zaruri	0	0
nahi bhulega meri jan yeh aavara, woh avara	0	0
un aankho kaa hansna bhi kyaa	0	0
jel me kitne log sade suli par nirdosh chadhe 	0	0
par tumhe likh nahi paun, mai usaka nam	0	0
kahi albele dheke jawani ke rele dekhe 	0	0
lo mai aaya aap jate hain ham aapse sharamate hain	0	0
o meri o meri o meri sharmili	0	0
bolo bolo	0	0
jalne wale hum tum se	0	0
kaise karu prem ki mai baat 	0	0
tumse bhi pyar mujhe inse bhi pyar	0	0
mujhko koi gum nahi hai sun jiniya are ja	0	0
muddat se dil udaas da da daas hai tere hontho ki pyaas hai	0	0
neki par chale aur badi se tale taki haste hue nikle dam	0	0
lets do the cha cha cha du ru cha cha cha	0	0
ab chaahe sar phute ya maatha maine teri baah pakad li	0	0
satyam shivam sundram, satyam shivam sundram 	0	0
tum bina bina sahara bin dil tere nahi gujara	0	0
oy thumari ki tan ho gayi, reshama jawan ho gayi	0	0
andaza lagana mushkil tha 	0	0
mat aazmaa tu mere pyaar ko, khel mat yoon meri zindagi se	0	0
dauda dauda dauda ghoda dum utha ke dauda	0	0
o aaja meri saanso mai mahak raha re tera gajra	0	0
mar ke lathi zami pe jhat se dakuo ko lalkara	0	0
khwab kya bune 	0	0
ho gayi hai gahayal mere payal ki chhankar 	0	0
happy birthday to you	0	0
baat baat pe karti hai ye ladne ki taiyariyan	0	0
are, kahe ki sharama ve mundaya, jaldi karana	0	0
mujhe jo khushi hai, tumhen kya bataun	0	0
tumne jo dekha suna sach tha magar kitna tha sach ye kisko pata	0	0
ye pal kushi ki jannat hai is pal me ji le diwane	0	0
yeh toh ek baar khwaab me toh aaoge	0	0
itar me sanse basi basi, wo mastiyo me rasi rasi 	0	0
aap khaye thali me, munne ko de pyali me	0	0
na tumhai atyi na hamko bulatai	0	0
oho oho oho oho oho oho  	0	0
chori chori chori	0	0
na kabhi mile, na karib hue	0	0
o haay re mantar jhutha ha baid bhi jhutha	0	0
kya mujhe dogee jo tumse mila du	0	0
na baba na baba, pichhvade buddha khasta	0	0
aayi hai mere pas tu iss aan-ban se	0	0
o baagon mein bahaar hai	0	0
din duba oh mehbuba ae mehbuba	0	0
khatm na ho din-rate, khatm na ho din-rate	0	0
are are sab milake naacho gaao, chhutti hai mauj manao	0	0
isliye ab sada muskurata hu mai	0	0
apane aap dam ghutane laga	0	0
chhalke teri aankho se sharab aur jyada	0	0
tum tare gino aur nind ude ye rat hame manjur nahi 	0	0
jaago re jaago re jaag kaliya jaagi	0	0
ha, samne aaye kiska jigar hai 	0	0
l o v e, l o v e, l o v e	0	0
chit ke chor, kathor hriday ke	0	0
to janoge ke ham hi hai tumhare dil ke kabil	0	0
gham se bikhar jaaun, ji se gujar jaaunga	0	0
saath ye chhute kabhi na	0	0
chakkar kha gaye ham to re bhaiya dekh sheher ki nariyan 	0	0
ho o o	0	0
chal sanyasi mandir me tera chimta meri chudiya	0	0
lekin maine dhoom macha di 	0	0
todo na dil yun, inakaar se	0	0
kabhi na kabhi kahi na kahi 	0	0
dil rakhate the ham, hamako bhi 	0	0
yeh dil tumhare pyar kaa mara hai dosto	0	0
mai to uda lu kajal kya hai khuli ho gori	0	0
dharti ka mukh hua ujala	0	0
tum akele to kabhi baag me jaya na karo	0	0
part 2:	0	0
jagte huye soyi rahi nindo me jagi hu	0	0
jab pyar kisise hota hai, toh dard sa dil me hota hai	0	0
